name,location,datetime,followers,likes,retweets,tweet
cristobal2011ok,"Rosario, Argentina",11-03-2022 23:47,1680,0,1,"RT @applesfera: Ya es oficial: Apple abre las reservas para el Mac Studio, la Studio Display, el iPad Air con chip M1 y el nuevo iPhone SE…"
chizu2x,,11-03-2022 23:43,230,0,566,"RT @MKBHD: NEW Mac Studio &amp; Apple Event Reactions!

https://t.co/h7rvNd2Wg7 https://t.co/ehtlrIx6cR"
ParkerOrtolani,Manhattan,11-03-2022 23:42,5559,595,40,"Mac mini should be barely bigger than the Apple TV with a slightly stronger cooling system.

Mac Studio is already… https://t.co/qLcIxveGjw"
SwayzeMusicRd,"Red Deer, Alberta",11-03-2022 23:31,1192,1,0,"Apple releases the Mac Studio 
Me: https://t.co/PifsE1WnmD"
WrSantiago,"Mayagüez, Puerto Rico",11-03-2022 23:30,900,1,1,"Apple acaba de lanzar una nueva “Desktop Mac”. Conoce todos los detalles. | Mac Studio en profundidad: precio, espe… https://t.co/59dBBcQw3I"
shameermulji,"Vancouver, BC",11-03-2022 23:28,269,0,0,@AliAlimedina42 @VadimYuryev Sources told 9to5Mac that Apple currently has no plans to release a larger-screen iMa… https://t.co/V1icsJmWyi
rikwalters,"San Francisco, CA",11-03-2022 23:21,115590,1,1,"iPhone SE, iPad Air, Mac Studio: A Guide to Apple’s New Gear | via @WSJ 

#PhoneSE #iPadAir #MacStudio #Apple… https://t.co/ZPRcRN1kQo"
foobarsoft,Kansas,11-03-2022 23:19,14,0,0,@atpfm The new Mac Studio needs a white glowing Apple logo on the front like the older laptops so it reminds you of… https://t.co/sEyKQF6Mki
Mixxed_Official,,11-03-2022 23:17,85,0,0,"The Apple Mac Studio has been unveiled, and its looking like a true beast that can handle all of your music produc… https://t.co/KVfvzOu9tZ"
SeoparjooAzmel,"Kota Bharu, Kelantan",11-03-2022 23:21,1168,2,1,"Of course, having the latest iPad Air is a “future proof” as it has apple M1 chip. But entry level iPad 9 is suffic… https://t.co/POzoksXtz0"
wajdisalihin86,,11-03-2022 23:40,532,0,1,"RT @SeoparjooAzmel: Of course, having the latest iPad Air is a “future proof” as it has apple M1 chip. But entry level iPad 9 is sufficient…"
Ewan,"Edinburgh, Scotland",11-03-2022 23:00,13342,0,0,"Apple Loop: Stunning New iPhone, Safari Defeated, iPhone 14’s Ugly Upgrade via @forbestech https://t.co/nLuFSaC9Cs"
AlguienNosMira,Tecnología en tiempos de cólera,11-03-2022 22:59,110,0,0,Apple renueva su ordenador más desconocido y ahora es una auténtica bestia https://t.co/6uYlPIs2qJ
mariuskarma,internet,11-03-2022 22:54,5987,0,0,"ForbesTech: Apple Loop: Stunning New iPhone, Safari Defeated, iPhone 14’s Ugly Upgrade https://t.co/cIjcBN6yia https://t.co/hDhtNsEktp"
mark97052356,"Gulf Breeze, Florida",11-03-2022 22:37,129,0,5,"RT @ForbesTech: Apple Loop: Stunning New iPhone, Safari Defeated, iPhone 14’s Ugly Upgrade https://t.co/epjErlSlNH https://t.co/xH4yvPmxLk"
inveso_xyz,,11-03-2022 22:08,164,0,5,"RT @ForbesTech: Apple Loop: Stunning New iPhone, Safari Defeated, iPhone 14’s Ugly Upgrade https://t.co/epjErlSlNH https://t.co/xH4yvPmxLk"
anshelsag,"San Diego, California",11-03-2022 23:45,8460,0,0,@bobodtech I think a lot of people will be happy with the M1 Max version of the studio @ $2K and the M1 Ultra versi… https://t.co/kmeN95RrBg
Spock0,,11-03-2022 23:43,56,0,0,@LukeMiani How do you fit an M1 Max/Ultra inside of a super thin iMac and how do you cool it properly? The Studios… https://t.co/12GXQWjoa5
MassenatHaiti,Haiti,11-03-2022 23:40,301,0,3,"RT @ByteReview: New video is live! 

Just when you’d had enough takes on the #AppleEvent here I come days later 😅

M1 iPad Air looks lovely…"
Impulse_19,,11-03-2022 23:40,92,0,0,@MarcTech1996 @LukeMiani But in terms of cost wouldn’t it be a good amount cheaper to have a 27” M1 iMac than a Mac… https://t.co/bS6Hiq00TX
Satoshi_Endo_jp,Tokyo Japan,11-03-2022 23:39,1776,4,0,"Mac Studio、M1 MAXでも30万かー。
30万だすなら、一眼レフのレンズ欲しいなー。

悩ましい。"
Mahir_uddin1987,Birmingham (uk),11-03-2022 23:44,380,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
Adam9Rush,UK,11-03-2022 23:04,1251,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
thelifeofpatrik,"Arizona, USA",11-03-2022 22:45,195,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
0mega10,"Albion, NY 🇺🇸",11-03-2022 22:37,23,0,13,RT @appleinsider: Apples new #MacStudio is the companys most powerful Apple Silicon machine yet. Heres how it stacks up against the #Mac…
DariaGordover,"Torquay, United Kingdom 🇬🇧",11-03-2022 22:37,43,0,13,RT @appleinsider: Apples new #MacStudio is the companys most powerful Apple Silicon machine yet. Here how it stacks up against the #Mac…
kunalagarwal25,"Norwalk, OH",11-03-2022 22:37,21,0,13,RT @appleinsider: Apples new #MacStudio is the companys most powerful Apple Silicon machine yet. Heres how it stacks up against the #Mac…
alaenvargut,,11-03-2022 22:20,135,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
applenws,United States,11-03-2022 22:16,1026916,0,3,RT @iDropNews: With 2021 being a big year for Beats with new designs for the Beats Flex and also the new Beats Studio Buds and Beats Fit Pr…
iDropNews,"San Diego, CA",11-03-2022 22:15,135800,14,3,With 2021 being a big year for Beats with new designs for the Beats Flex and also the new Beats Studio Buds and Bea… https://t.co/EwisOWAziN
MLGTeletubies3,,11-03-2022 22:01,72,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
surabhis7,"Willoughby, OH",11-03-2022 21:17,18,0,13,RT @appleinsider: Apple new #MacStudio is the company most powerful Apple Silicon machine yet. Here how it stacks up against the #Mac…
SarangPfeb,"Denver, CO 🇺🇸",11-03-2022 21:17,24,0,13,RT @appleinsider: Apple new #MacStudio is the company most powerful Apple Silicon machine yet. Here how it stacks up against the #Mac…
AldoMedia,"Buffalo, NY",11-03-2022 20:52,226,0,0,Mac Studio vs. Mac Mini Buyer Guide: The all-new Mac Studio is Apple most powerful custom silicon standalone de… https://t.co/vC1ZgtktRZ
nikita_satnami,,11-03-2022 20:40,8,0,0,"Tech news
 Compared: Mac Studio versus Mac Pro - AppleInsider
 Apple new Mac Studio is the company most powerfu… https://t.co/mbTgkzLXMb"
NicholasErik,Dolok Sigompulon,11-03-2022 20:23,3624,0,113,RT @stroughtonsmith: The Apple Studio Display has a more powerful CPU than the Apple Silicon DTK from less than two years ago 👀 It could li…
trademarktrader,,11-03-2022 23:55,452,0,0,APPLE STUDIO DISPLAY is being trademarked by Apple Inc. https://t.co/ibGXM6ufP7 #APPLESTUDIODISPLAY $AAPL $BLK… https://t.co/s4zFAuY48U
muchcattle,,11-03-2022 23:48,5,0,0,The Apple Studio Display is too small and needs more inputs for non-Apple devices.
bizpat,Asheville NC ... former Yooper,11-03-2022 23:46,2323,0,0,"@TheRealHoarse Apple came out with Studio and solved my dilemma of which machine to upgrade to, after months of research"
DanDaMan97x,Canada,11-03-2022 23:45,62,0,36,"RT @GarthBeagle: Apple Power Macintosh G3 (Blue and White) with Apple Studio Displays 💙

#apple #macintosh #powermac #g3
#classicmac #retro…"
iPadProsPodcast,,11-03-2022 23:44,533,1,0,@twelvesouth @NewstalkZB Idea … HoverBar Studio … which is a VESA version for the Studio Display that would let you… https://t.co/a9Q16crXps
tw_tabinin,●勉強中の身ゆえ、失礼をしてしまうかもしれません。,11-03-2022 23:48,579,0,3,"RT @akibablog: M1 UltraのCinebench R23が、Ryzen 9 3950Xに迫る - iPhone Mania
https://t.co/Oxsd7u9wvZ"
BlnaryMlke,"London 🇬🇧, Porto 🇵🇹",11-03-2022 23:47,822,0,48,"RT @UltraLinx: What is the PC equivalent to an M1 Ultra?

Trying to figure out how much it would be to build a similarly powered PC."
WhatUpHoneeey,,11-03-2022 23:45,53,0,48,"RT @UltraLinx: What is the PC equivalent to an M1 Ultra?

Trying to figure out how much it would be to build a similarly powered PC."
New_D_Kosher,,11-03-2022 23:57,2171,0,0,https://t.co/Wed6P6O9vG
FookNews,Everywhere,11-03-2022 23:50,296,0,0,Vergecast: the specs and ports announced at Apple Peek Performance event - The Verge https://t.co/yZnA9XzrS3
iPodReport1,Liverpool,11-03-2022 23:43,269,0,0,Poll of the week: What your impression about Apple Spring event? - NextPit International https://t.co/4wWBWY9IdZ
revfemenina_pr,,11-03-2022 23:39,78,11,3,#LaCampeona @Roxxy_LCDLA Already in the Big Apple New York for her Title Match tomorrow in the event Indies Unite f… https://t.co/GimCGTwf95
LNpx8H0kUWvSFrU,,11-03-2022 23:36,203,1,0,"Apple Gift Card(10,000円) [楽天] https://t.co/nd8HkVgYUA #rakuafl https://t.co/zM1pUygCZU"
sweetmelourry,louis eu leg openers,11-03-2022 23:35,2381,2,0,@itsalwayslou2 i will pay any of them to drop the pics because think about the selfies and little mix opened for 1d… https://t.co/o971BCO5rQ
sipsecampeche,,11-03-2022 23:31,137,0,0,"Apple Event: iPhone SE, el más barato del mercado https://t.co/buTDfPDM6I https://t.co/qdHlASxpaV"
PrestoVivace,"Washington, DC",11-03-2022 23:29,2636,0,3,RT @Ruth4Schools: Lo intrst rates were“remarkable wealth event [allowing]….White homeowners to save an estimated $3.8b annually by refinanc…
omarkarim,"New York, NY",11-03-2022 23:29,210,0,5,"RT @EdenGames: Our new game, #GearClubStradale, was introduced yesterday during the Apple Event. https://t.co/gIoK4owdAb"
gogopanda2525,,11-03-2022 23:28,509,0,7,"RT @nyukajouhou: #AppleEvent 
iPhone 13、iPhone 13 mini の新色グリーン、iPhone 13 Pro、iPhone 13 Pro Max の新色アルパイングリーン、iPhone SE（第3世代）、iPad Air（第5世代 ）…"
hrtofdepth,alternate universe,11-03-2022 23:25,25,1,0,"That one in the golden apple archipelago, it was the most memorable event ever https://t.co/Dq8qnXyOIG"
LoriLaRue,"Washington, DC",11-03-2022 23:21,778,0,3,RT @Ruth4Schools: Lo intrst rates were“remarkable wealth event [allowing]….White homeowners to save an estimated $3.8b annually by refinanc…
EdtechBunk,Outside the Ivory Tower,11-03-2022 23:21,43,0,0,"Abbey, in the Apple event inspired questions."
Gigantile,Sarajevo,11-03-2022 21:47,3191,0,2,"RT @review_dev: #Apple peek event just ended where the new M1 Ultra chip and Mac Studio were revealed, AND the first benchmarks for the #…"
goolander91,NYC - St Louis,11-03-2022 21:29,158,0,0,"Of course ⁦@Apple⁩ is charging $150 for a Thunderbolt cable
——— 
Apple Event: iPhone SE 2022, iPad Air 5, M1 Ultra,… https://t.co/VZt015zjrY"
VandalOnline,,11-03-2022 21:15,271463,1,0,"La semana en @VandalWare #3 Un repaso a los anuncios más importantes del Apple Event que tuvo lugar esta semana

https://t.co/uEBYCbpIGE"
review_dev,,11-03-2022 20:37,582,6,2,"#Apple peek event just ended where the new M1 Ultra chip and Mac Studio were revealed, AND the first benchmarks f… https://t.co/RQG3t4d5pf"
GadgetFreak4U,India,11-03-2022 20:24,1764,0,6,"RT @neiltwitz: Great roundup analysis of Spring #AppleEvent by @GadgetFreak4U 

Indeed, Peek Performance 

https://t.co/ZXQYy10cOf https:…"
neiltwitz,Global,11-03-2022 20:23,6359,7,6,"Great roundup analysis of Spring #AppleEvent by @GadgetFreak4U 

Indeed, Peek Performance… https://t.co/kaIo4bNaBh"
neiltwitz,Global,11-03-2022 20:19,6359,0,2,"RT @CounterPointTR: At its first launch event of 2022, @Apple announced a new #iPhoneSE with refreshed hardware and #5G connectivity, a new…"
CounterPointTR,Global,11-03-2022 20:14,4856,3,2,"At its first launch event of 2022, @Apple announced a new #iPhoneSE with refreshed hardware and #5G connectivity, a… https://t.co/IP5NfgQuTw"
arilaw,"Palo Alto, CA",11-03-2022 18:26,104,0,1,"RT @Ewan: This week’s Apple headlines; all the news from the Peek Performance event, the new iPhone SE 5G, the M1 powered iPad Air, the imp…"
sqawrkchirp,"Lima, Perú",11-03-2022 17:53,359,0,6,"RT @WVFRM: New Mac Studio, M1 Ultra, and More from Apple’s Spring Event!

https://t.co/vUJCoJO6OY https://t.co/4qh82kcIK2"
kaarteeek,"Pune, India.",11-03-2022 16:36,50,0,6,"RT @WVFRM: New Mac Studio, M1 Ultra, and More from Apple’s Spring Event!

https://t.co/vUJCoJO6OY https://t.co/4qh82kcIK2"
outoftheboxit,"Bellflower, CA",11-03-2022 16:34,137,0,0,"At its March 8th Peek Performance event, Apple unveiled the impressive new Mac Studio—powered by the M1 Ultra chip—… https://t.co/Fxlv2R4buU"
DrewM987,"#Toronto, #Canada",11-03-2022 16:29,8309,0,6,"RT @WVFRM: New Mac Studio, M1 Ultra, and More from Apple’s Spring Event!

https://t.co/vUJCoJO6OY https://t.co/4qh82kcIK2"
VerticalHoldAU,Australia,11-03-2022 22:03,459,1,1,Lazy weekend? Has Apple done enough with the new iPhone SE? How does Apple new M1 Ultra chip out-Max the Max? Is… https://t.co/I1oUVzgA68
usproinvestment,Estados Unidos,11-03-2022 21:58,206,1,1,Apple muestra en su primer evento de 2022 nuevos dispositivos y un chip M1a0Ultra https://t.co/GIhTmPf5ZS
fabiansuleng,"Bærum, Norge",11-03-2022 21:51,2,0,75,RT @verge: Apple’s new strategy is to give — not tell — users what they want https://t.co/aGWieHLR82 https://t.co/RuJEgwNOxB
mauricioge,Planet of the Apes 🦍,11-03-2022 21:38,931,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
Johni_blz,,11-03-2022 21:36,689,0,5,"RT @mashable: You read that right. 8K and NO monitor. The M1 Ultra is ultra powerful and ultra expensive. Hit the link to read more.

Link:…"
tewha,"Abbotsford, BC 🇨🇦",11-03-2022 20:59,855,0,0,"The M1 Max has been around since October, right? Did Apple start making the Mac Studio with a secret 5 month* suppl… https://t.co/5DQuomxHxd"
HPTXSoftware,España y Latinoamérica,11-03-2022 20:29,361773,0,3,RT @HPTXSoftware: Apple explica por qué el Mac Studio con M1 Ultra es casi 1 kg más pesado que el Mac Studio con M1 Max https://t.co/WZI2iF…
HeedoAbuLaban,The Holy Land,11-03-2022 23:05,246,0,0,"@markgurman in his Power On Twitter space:

• New Macs in the middle of the year - May, June, or July at the latest… https://t.co/wm4iDjvlms"
ivan_pavlov,"Brisbane, Australia",11-03-2022 23:02,741,5,0,"I don’t get this. For those who need a desktop, a new iMac Pro with Max/Ultra chip and 27-30” ProMotion display mak… https://t.co/lgUIYbw0Qq"
juliomanhattan,"Sydney,Australia",15-03-2022 23:30,17,0,0,@FCPdotCO @castiel_marcos Blah blah blah….nothing new here FCP still smokin “the professional market” even more so… https://t.co/BS10Fs9LFU
botiiqer,,15-03-2022 23:30,3063,0,0,Why does Apple hate its Pro devices so much? - https://t.co/8eFy1RArWr
aapl4ever,"Cupertino, CA",15-03-2022 22:44,369,0,3,RT @appleinsider: How the new Mac Studio fills a crucial gap in Apple desktop lineup https://t.co/C87dJwBrX6
ijoecarr,"Victoria, BC, Canada",15-03-2022 22:13,51,0,0,"Ordered a Mac Studio, learned from @AppleSupport  the black keyboard is the only Apple keyboard  compatible with St… https://t.co/KTDeTu3RkF"
SE_7777777_EN,"San Francisco, CA",15-03-2022 22:04,878,0,0,"Apple; Pro vs Studio now confusing the heck out of everyone #genius!

https://t.co/BRuIsJDgs3"
Gabriel87308134,,15-03-2022 21:54,1,0,925,RT @tim_cook: We’re bringing Mac users an entirely new system with Mac Studio and Studio Display. I cant wait to see the ideas you’ll expl…
CraigGrannell,"Hampshire, UK",15-03-2022 21:53,7104,1,0,"@mjtsai Apple: You can magically drag content between your iPad and your Mac. 

User: OK. Can I use my iPad with yo… https://t.co/k3nZqpPbpO"
slideme,"Seattle, USA",15-03-2022 21:34,3878,0,0,"Apple did not unveil a Mac Pro at its recent “Peek Performance” event, the most powerful computer with Apple silico… https://t.co/CPa10X6C8j"
RealFriscoKid,,15-03-2022 21:34,1076,0,0,Shenzhen shutdown hitting Foxconn &amp; other Apple suppliers hard https://t.co/kzfpo5VVQQ
tcpshaaban,"Berlin, Germany",15-03-2022 21:33,2666,0,17,RT @toddthomas: So I glanced through Apple’s Mac Studio pages and can’t find what the middle ‘mickey mouse’ looking port is for. https://t.…
osofothomas,Accra darkuman,15-03-2022 21:32,587,0,3,RT @appleinsider: How the new Mac Studio fills a crucial gap in Apple desktop lineup https://t.co/C87dJwBrX6
themildtec,USA,15-03-2022 23:36,5,1,0,"Apple delivers the impossible with M1 Ultra

#Apple #M1Ultra https://t.co/INcr3ypPHt"
Cristoepho,,15-03-2022 23:28,13,0,335,"RT @WhopIO: This week edition of the Whop Weekly Digest is live 🎥

Full Send podcast removed, Apple M1 Ultra, Yeezy 350 V2 Bone, and more…"
imkevinsu,California,15-03-2022 22:54,1003,1,0,@raggie34 @Apple yeah probably would get the M1 Ultra...
XPh03n,,15-03-2022 22:53,28,5,0,@Owen_T_16 @MacRumors @julipuli Lmao m1 ultra already outperforms both ps4 and ps5. It‘s just not optimised for gam… https://t.co/lCSbqWEHmn
PriceSeeker,,15-03-2022 22:32,103,0,0,"Apple Mac Studio M1 Max Desktop Pre-order from $1999 | M1 Ultra $3999 | Studio Display $1599 https://t.co/0zNLZKooQX {Techbargains},"
BranaMurugu,,15-03-2022 21:15,0,0,0,@BasicAppleGuy apple sticker powered by M1 Ultra 🤩
jkowall,"Pompano Beach, FL",15-03-2022 21:00,14427,0,0,"First Apple M1 Ultra Benchmark Posted, Nearly Matches Threadripper 3990X https://t.co/HbEVwqT8Un"
Shadows_AAB,Life On Mars,15-03-2022 20:48,1621,0,3,"RT @Apple_Tomorrow: Apple M1 Ultra Metal Geekbench 5 score!
Thoughts?
@VadimYuryev https://t.co/aygvvf07nb"
robbe931,"Virginia, USA",15-03-2022 19:58,708,0,2,"RT @macworld: Apple left something out of the Mac Studio debut.
https://t.co/7Dmqladvaw"
n_silva,Portugal,15-03-2022 23:58,692,0,0,#VisualStudio2022 for Mac Preview 7 https://t.co/Klk4U8C3xB
